Mod:Item:MetaData, Localized Name
abyssalcraft:dirtyplate, Dirty Plate
abyssalcraft:friedegg, Fried Egg
abyssalcraft:eggp, Fried Egg on A Plate
abyssalcraft:cloth, Washcloth
abyssalcraft:shadowfragment, Shadow Fragment
abyssalcraft:shadowshard, Shadow Gem Shard
abyssalcraft:shadowgem, Shadow Gem
abyssalcraft:oblivionshard, Shard of Oblivion
abyssalcraft:corbow, Coralium Longbow
abyssalcraft:cbrick, Coralium Brick
abyssalcraft:cudgel, Cudgel
abyssalcraft:dreadiumingot, Dreadium Ingot
abyssalcraft:dreadfragment, Dread Fragment
abyssalcraft:dreadiumhelmet, Dreadium Helmet
abyssalcraft:dreadiumplate, Dreadium Chestplate
abyssalcraft:dreadiumlegs, Dreadium Leggings
abyssalcraft:dreadiumboots, Dreadium Boots
abyssalcraft:dreadiumpickaxe, Dreadium Pickaxe
abyssalcraft:dreadiumaxe, Dreadium Axe
abyssalcraft:dreadiumshovel, Dreadium Shovel
abyssalcraft:dreadiumsword, Dreadium Sword
abyssalcraft:dreadiumhoe, Dreadium Hoe
abyssalcraft:carboncluster, Carbon Cluster
abyssalcraft:densecarboncluster, Dense Carbon Cluster
abyssalcraft:methane, Methane
abyssalcraft:nitre, Nitre
abyssalcraft:sulfur, Sulfur
abyssalcraft:crystal:0, Crystallized Iron
abyssalcraft:crystal:1, Crystallized Gold
abyssalcraft:crystal:2, Crystallized Sulfur
abyssalcraft:crystal:3, Crystallized Carbon
abyssalcraft:crystal:4, Crystallized Oxygen
abyssalcraft:crystal:5, Crystallized Hydrogen
abyssalcraft:crystal:6, Crystallized Nitrogen
abyssalcraft:crystal:7, Crystallized Phosphorus
abyssalcraft:crystal:8, Crystallized Potassium
abyssalcraft:crystal:9, Crystallized Nitrate
abyssalcraft:crystal:10, Crystallized Methane
abyssalcraft:crystal:11, Crystallized Redstone
abyssalcraft:crystal:12, Crystallized Abyssalnite
abyssalcraft:crystal:13, Crystallized Coralium
abyssalcraft:crystal:14, Crystallized Dreadium
abyssalcraft:crystal:15, Crystallized Blaze
abyssalcraft:crystal:16, Crystallized Tin
abyssalcraft:crystal:17, Crystallized Copper
abyssalcraft:crystal:18, Crystallized Silicon
abyssalcraft:crystal:19, Crystallized Magnesium
abyssalcraft:crystal:20, Crystallized Aluminium
abyssalcraft:crystal:21, Crystallized Silica
abyssalcraft:crystal:22, Crystallized Alumina
abyssalcraft:crystal:23, Crystallized Magnesia
abyssalcraft:crystal:24, Crystallized Zinc
abyssalcraft:crystal:25, Crystallized Calcium
abyssalcraft:crystal:26, Crystallized Beryllium
abyssalcraft:crystal:27, Crystallized Beryl
abyssalcraft:crystalshard:0, Crystallized Iron Shard
abyssalcraft:crystalshard:1, Crystallized Gold Shard
abyssalcraft:crystalshard:2, Crystallized Sulfur Shard
abyssalcraft:crystalshard:3, Crystallized Carbon Shard
abyssalcraft:crystalshard:4, Crystallized Oxygen Shard
abyssalcraft:crystalshard:5, Crystallized Hydrogen Shard
abyssalcraft:crystalshard:6, Crystallized Nitrogen Shard
abyssalcraft:crystalshard:7, Crystallized Phosphorus Shard
abyssalcraft:crystalshard:8, Crystallized Potassium Shard
abyssalcraft:crystalshard:9, Crystallized Nitrate Shard
abyssalcraft:crystalshard:10, Crystallized Methane Shard
abyssalcraft:crystalshard:11, Crystallized Redstone Shard
abyssalcraft:crystalshard:12, Crystallized Abyssalnite Shard
abyssalcraft:crystalshard:13, Crystallized Coralium Shard
abyssalcraft:crystalshard:14, Crystallized Dreadium Shard
abyssalcraft:crystalshard:15, Crystallized Blaze Shard
abyssalcraft:crystalshard:16, Crystallized Tin Shard
abyssalcraft:crystalshard:17, Crystallized Copper Shard
abyssalcraft:crystalshard:18, Crystallized Silicon Shard
abyssalcraft:crystalshard:19, Crystallized Magnesium Shard
abyssalcraft:crystalshard:20, Crystallized Aluminium Shard
abyssalcraft:crystalshard:21, Crystallized Silica Shard
abyssalcraft:crystalshard:22, Crystallized Alumina Shard
abyssalcraft:crystalshard:23, Crystallized Magnesia Shard
abyssalcraft:crystalshard:24, Crystallized Zinc Shard
abyssalcraft:crystalshard:25, Crystallized Calcium Shard
abyssalcraft:crystalshard:26, Crystallized Beryllium Shard
abyssalcraft:crystalshard:27, Crystallized Beryl Shard
abyssalcraft:dreadcloth, Dread Cloth
abyssalcraft:dreadplate, Dreadium Plate
abyssalcraft:dreadblade, Dreadium Katana Blade
abyssalcraft:dreadhilt, Dreadium Katana Hilt
abyssalcraft:dreadkatana, Dreadium Katana
abyssalcraft:dreadkey, Dread-plagued Gateway Key
abyssalcraft:gatewaykeyjzh, Cha'garoth's R'lyehian Gateway Key
abyssalcraft:dreadiumsamuraihelmet, Dreadium Samurai Helmet
abyssalcraft:dreadiumsamuraiplate, Dreadium Samurai Chestplate
abyssalcraft:dreadiumsamurailegs, Dreadium Samurai Leggings
abyssalcraft:dreadiumsamuraiboots, Dreadium Samurai Boots
abyssalcraft:tiningot, Tin Ingot
abyssalcraft:copperingot, Copper Ingot
abyssalcraft:antibeef, Anti-Beef
abyssalcraft:antichicken, Anti-Chicken
abyssalcraft:antipork, Anti-Pork
abyssalcraft:antiflesh, Rotten Anti-Flesh
abyssalcraft:antibone, Anti-Bone
abyssalcraft:antispidereye, Anti-Spider Eye
abyssalcraft:soulreaper, Sacthoth's Soul Reaper Blade
abyssalcraft:ethbrick, Ethaxium Brick
abyssalcraft:ethaxiumingot, Ethaxium Ingot
abyssalcraft:lifecrystal, Life Crystal
abyssalcraft:ethaxiumhelmet, Ethaxium Helmet
abyssalcraft:ethaxiumplate, Ethaxium Chestplate
abyssalcraft:ethaxiumlegs, Ethaxium Leggings
abyssalcraft:ethaxiumboots, Ethaxium Boots
abyssalcraft:ethaxiumpickaxe, Ethaxium Pickaxe
abyssalcraft:ethaxiumaxe, Ethaxium Axe
abyssalcraft:ethaxiumshovel, Ethaxium Shovel
abyssalcraft:ethaxiumsword, Ethaxium Sword
abyssalcraft:ethaxiumhoe, Ethaxium Hoe
abyssalcraft:coin, Coin
abyssalcraft:cthulhucoin, Cthulhu Engraved Coin
abyssalcraft:eldercoin, Elder Engraved Coin
abyssalcraft:jzaharcoin, J'zahar Engraved Coin
abyssalcraft:engraving_blank, Blank Coin Engraving
abyssalcraft:engraving_cthulhu, Cthulhu Coin Engraving
abyssalcraft:engraving_elder, Elder Coin Engraving
abyssalcraft:engraving_jzahar, J'zahar Coin Engraving
abyssalcraft:eldritchscale, Eldritch Scale
abyssalcraft:omotholflesh, Omothol Ghoul Flesh
abyssalcraft:anticorflesh, Anti-plagued Flesh
abyssalcraft:anticorbone, Anti-plagued Flesh on A Bone
abyssalcraft:necronomicon, Necronomicon
abyssalcraft:necronomicon_cor, Abyssal Wasteland Necronomicon
abyssalcraft:necronomicon_dre, Dreadlands Necronomicon
abyssalcraft:necronomicon_omt, Omothol Necronomicon
abyssalcraft:abyssalnomicon, Abyssalnomicon
abyssalcraft:crystalbag_small, Small Crystal Bag
abyssalcraft:crystalbag_medium, Medium Crystal Bag
abyssalcraft:crystalbag_large, Large Crystal Bag
abyssalcraft:crystalbag_huge, Huge Crystal Bag
abyssalcraft:shoggothflesh:0, Shoggoth Flesh
abyssalcraft:shoggothflesh:1, Abyssal Shoggoth Flesh
abyssalcraft:shoggothflesh:2, Dreaded Shoggoth Flesh
abyssalcraft:shoggothflesh:3, Omothol Shoggoth Flesh
abyssalcraft:shoggothflesh:4, Shadow Shoggoth Flesh
abyssalcraft:ingotnugget:0, Abyssalnite Nugget
abyssalcraft:ingotnugget:1, Refined Coralium Nugget
abyssalcraft:ingotnugget:2, Dreadium Nugget
abyssalcraft:ingotnugget:3, Ethaxium Nugget
abyssalcraft:drainstaff:0, Staff of Rending
abyssalcraft:drainstaff:1, Abyssal Wasteland Staff of Rending
abyssalcraft:drainstaff:2, Dreadlands Staff of Rending
abyssalcraft:drainstaff:3, Omothol Staff of Rending
abyssalcraft:essence:0, Abyssal Wasteland Essence
abyssalcraft:essence:1, Dreadlands Essence
abyssalcraft:essence:2, Omothol Essence
abyssalcraft:skin:0, Skin of The Abyssal Wasteland
abyssalcraft:skin:1, Skin of The Dreadlands
abyssalcraft:skin:2, Skin of Omothol
abyssalcraft:charm:0, Ritual Charm
abyssalcraft:charm:1, Ritual Charm
abyssalcraft:charm:2, Ritual Charm
abyssalcraft:charm:3, Ritual Charm
abyssalcraft:cthulhucharm:0, Cthulhu Charm
abyssalcraft:cthulhucharm:1, Cthulhu Charm
abyssalcraft:cthulhucharm:2, Cthulhu Charm
abyssalcraft:cthulhucharm:3, Cthulhu Charm
abyssalcraft:hasturcharm:0, Hastur Charm
abyssalcraft:hasturcharm:1, Hastur Charm
abyssalcraft:hasturcharm:2, Hastur Charm
abyssalcraft:hasturcharm:3, Hastur Charm
abyssalcraft:jzaharcharm:0, J'zahar Charm
abyssalcraft:jzaharcharm:1, J'zahar Charm
abyssalcraft:jzaharcharm:2, J'zahar Charm
abyssalcraft:jzaharcharm:3, J'zahar Charm
abyssalcraft:azathothcharm:0, Azathoth Charm
abyssalcraft:azathothcharm:1, Azathoth Charm
abyssalcraft:azathothcharm:2, Azathoth Charm
abyssalcraft:azathothcharm:3, Azathoth Charm
abyssalcraft:nyarlathotepcharm:0, Nyarlathotep Charm
abyssalcraft:nyarlathotepcharm:1, Nyarlathotep Charm
abyssalcraft:nyarlathotepcharm:2, Nyarlathotep Charm
abyssalcraft:nyarlathotepcharm:3, Nyarlathotep Charm
abyssalcraft:yogsothothcharm:0, Yog-Sothoth Charm
abyssalcraft:yogsothothcharm:1, Yog-Sothoth Charm
abyssalcraft:yogsothothcharm:2, Yog-Sothoth Charm
abyssalcraft:yogsothothcharm:3, Yog-Sothoth Charm
abyssalcraft:shubniggurathcharm:0, Shub-Niggurath Charm
abyssalcraft:shubniggurathcharm:1, Shub-Niggurath Charm
abyssalcraft:shubniggurathcharm:2, Shub-Niggurath Charm
abyssalcraft:shubniggurathcharm:3, Shub-Niggurath Charm
abyssalcraft:hasturcoin, Hastur Engraved Coin
abyssalcraft:azathothcoin, Azathoth Engraved Coin
abyssalcraft:nyarlathotepcoin, Nyarlathotep Engraved Coin
abyssalcraft:yogsothothcoin, Yog-Sothoth Engraved Coin
abyssalcraft:shubniggurathcoin, Shub-Niggurath Engraved Coin
abyssalcraft:engraving_hastur, Hastur Coin Engraving
abyssalcraft:engraving_azathoth, Azathoth Coin Engraving
abyssalcraft:engraving_nyarlathotep, Nyarlathotep Coin Engraving
abyssalcraft:engraving_yogsothoth, Yog-Sothoth Coin Engraving
abyssalcraft:engraving_shubniggurath, Shub-Niggurath Coin Engraving
abyssalcraft:gatekeeperessence, Essence of The Gatekeeper
abyssalcraft:interdimensionalcage, Interdimensional Cage
abyssalcraft:crystalfragment:0, Crystallized Iron Fragment
abyssalcraft:crystalfragment:1, Crystallized Gold Fragment
abyssalcraft:crystalfragment:2, Crystallized Sulfur Fragment
abyssalcraft:crystalfragment:3, Crystallized Carbon Fragment
abyssalcraft:crystalfragment:4, Crystallized Oxygen Fragment
abyssalcraft:crystalfragment:5, Crystallized Hydrogen Fragment
abyssalcraft:crystalfragment:6, Crystallized Nitrogen Fragment
abyssalcraft:crystalfragment:7, Crystallized Phosphorus Fragment
abyssalcraft:crystalfragment:8, Crystallized Potassium Fragment
abyssalcraft:crystalfragment:9, Crystallized Nitrate Fragment
abyssalcraft:crystalfragment:10, Crystallized Methane Fragment
abyssalcraft:crystalfragment:11, Crystallized Redstone Fragment
abyssalcraft:crystalfragment:12, Crystallized Abyssalnite Fragment
abyssalcraft:crystalfragment:13, Crystallized Coralium Fragment
abyssalcraft:crystalfragment:14, Crystallized Dreadium Fragment
abyssalcraft:crystalfragment:15, Crystallized Blaze Fragment
abyssalcraft:crystalfragment:16, Crystallized Tin Fragment
abyssalcraft:crystalfragment:17, Crystallized Copper Fragment
abyssalcraft:crystalfragment:18, Crystallized Silicon Fragment
abyssalcraft:crystalfragment:19, Crystallized Magnesium Fragment
abyssalcraft:crystalfragment:20, Crystallized Aluminium Fragment
abyssalcraft:crystalfragment:21, Crystallized Silica Fragment
abyssalcraft:crystalfragment:22, Crystallized Alumina Fragment
abyssalcraft:crystalfragment:23, Crystallized Magnesia Fragment
abyssalcraft:crystalfragment:24, Crystallized Zinc Fragment
abyssalcraft:crystalfragment:25, Crystallized Calcium Fragment
abyssalcraft:crystalfragment:26, Crystallized Beryllium Fragment
abyssalcraft:crystalfragment:27, Crystallized Beryl Fragment
abyssalcraft:stonetablet, Stone Tablet
abyssalcraft:scroll:0, Basic Scroll
abyssalcraft:scroll:1, Lesser Scroll
abyssalcraft:scroll:2, Moderate Scroll
abyssalcraft:scroll:3, Greater Scroll
abyssalcraft:unique_scroll:0, Antimatter Scroll
abyssalcraft:unique_scroll:1, Oblivion Scroll
abyssalcraft:antidote:0, Coralium Plague Antidote
abyssalcraft:antidote:1, Dread Plague Antidote
abyssalcraft:door_dlt, Darklands Oak Wood Door
abyssalcraft:door_drt, Dreadlands Wood Door
abyssalcraft:charcoal, Cha'rcoal
abyssalcraft:configurator, Spirit Tablet
abyssalcraft:configurator_shard:0, Spirit Tablet Shard #1
abyssalcraft:configurator_shard:1, Spirit Tablet Shard #2
abyssalcraft:configurator_shard:2, Spirit Tablet Shard #3
abyssalcraft:configurator_shard:3, Spirit Tablet Shard #4
architecturecraft:sawblade, Circular Saw Blade
architecturecraft:largepulley, Large Pulley
architecturecraft:chisel, Architect's Chisel
architecturecraft:hammer, Architect's Hammer
architecturecraft:sawbench, Architect's Sawbench
armourers_workshop:item.skin-template, item.skin-template.name
armourers_workshop:item.skin, item.skin.name
armourers_workshop:item.paintbrush, item.paintbrush.name
armourers_workshop:item.paint-roller, item.paint-roller.name
armourers_workshop:item.colour-picker, item.colour-picker.name
armourers_workshop:item.burn-tool, item.burn-tool.name
armourers_workshop:item.dodge-tool, item.dodge-tool.name
armourers_workshop:item.colour-noise-tool, item.colour-noise-tool.name
armourers_workshop:item.shade-noise-tool, item.shade-noise-tool.name
armourers_workshop:item.hue-tool, item.hue-tool.name
armourers_workshop:item.block-marker, item.block-marker.name
armourers_workshop:item.blending-tool, item.blending-tool.name
armourers_workshop:item.mannequin-tool, item.mannequin-tool.name
armourers_workshop:item.wand-of-style, item.wand-of-style.name
armourers_workshop:item.soap, item.soap.name
armourers_workshop:item.dye-bottle, item.dye-bottle.name
armourers_workshop:item.guide-book, item.guide-book.name
armourers_workshop:item.armourers-hammer, item.armourers-hammer.name
armourers_workshop:item.debug-tool, item.debug-tool.name
armourers_workshop:item.skin-unlock:0, Head Skin Slot Unlock
armourers_workshop:item.skin-unlock:1, Chest Skin Slot Unlock
armourers_workshop:item.skin-unlock:2, Legs Skin Slot Unlock
armourers_workshop:item.skin-unlock:3, Feet Skin Slot Unlock
armourers_workshop:item.skin-unlock:4, Wings Skin Slot Unlock
armourers_workshop:item.skin-unlock:5, Outfit Skin Slot Unlock
armourers_workshop:item.linking-tool, item.linking-tool.name
armourers_workshop:item.gift-sack, item.gift-sack.name
armourers_workshop:item.mannequin, item.mannequin.name
armourers_workshop:item.armour-container, item.armour-container.name
armourers_workshop:item.armour-container-head, item.armour-container-head.name
armourers_workshop:item.armour-container-chest, item.armour-container-chest.name
armourers_workshop:item.armour-container-legs, item.armour-container-legs.name
armourers_workshop:item.armour-container-feet, item.armour-container-feet.name
armourers_workshop:tile.armourer, tile.armourer.name
armourers_workshop:tile.skin-library:0, Skin Library
armourers_workshop:tile.skin-library:1, Skin Library - (Creative)
armourers_workshop:tile.global-skin-library, tile.global-skin-library.name
armourers_workshop:tile.skin-cube, tile.skin-cube.name
armourers_workshop:tile.skin-cube-glass, tile.skin-cube-glass.name
armourers_workshop:tile.skin-cube-glowing, tile.skin-cube-glowing.name
armourers_workshop:tile.skin-cube-glass-glowing, tile.skin-cube-glass-glowing.name
armourers_workshop:tile.colour-mixer, tile.colour-mixer.name
armourers_workshop:tile.mannequin, tile.mannequin.name
armourers_workshop:tile.doll, tile.doll.name
armourers_workshop:tile.skinning-table, tile.skinning-table.name
armourers_workshop:tile.dye-table, tile.dye-table.name
armourers_workshop:tile.hologram-projector, tile.hologram-projector.name
armourers_workshop:tile.outfit-maker, tile.outfit-maker.name
armourers_workshop:tile.advanced-skin-builder, tile.advanced-skin-builder.name
patchouli:guide_book, Guide Book
customnpcs:npcwand, Npc Wand
customnpcs:npcmobcloner, Mob Cloner
customnpcs:npcscripter, Scripter
customnpcs:npcmovingpath, Npc Pather
customnpcs:npcmounter, Mounter
customnpcs:npcteleporter, Teleporter
customnpcs:npcscripteddoortool, Scripted Door
customnpcs:npcsoulstoneempty, Soulstone Empty
customnpcs:npcsoulstonefilled, Soulstone Filled
customnpcs:scripted_item:0, Scripted Item
customnpcs:nbt_book, NBT Tags Book
customnpcs:npcredstoneblock, Redstone Block
customnpcs:npccarpentybench, Carpentry Bench
customnpcs:npcmailbox:0, Mailbox
customnpcs:npcmailbox:1, Mailbox
customnpcs:npcmailbox:2, Mailbox
customnpcs:npcwaypoint, Location Quest Block
customnpcs:npcborder, Border
customnpcs:npcscripted, Scripted Block
customnpcs:npcscripteddoor, tile.npcscripteddoor.name
customnpcs:npcbuilderblock, Builder Block
customnpcs:npccopyblock, Copy Block
ichunutil:compact_porkchop, Compact Raw Porkchop
heavynight:moneda_de_plata, Moneda de plata
heavynight:moneda_de_oro, Moneda de oro
heavynight:moneda_de_madera, Moneda de madera
heavynight:moneda_de_bronce, Moneda de bronce
heavynight:moneda_evento, Moneda evento
heavynight:moneda_vip, Moneda vip
heavynight:santahelmet, Santa Helmet
heavynight:santabody, Santa Body
heavynight:santalegs, Santa Leggings
heavynight:santaboots, Santa Boots
swampland:swampberries, Swamp berries
swampland:swampberriesbush, Swamp berries bush
swampland:rottenlogbark, Rotten bark block
swampland:rottenplanks, Rotten planks
swampland:rottenlog, Rotten wood
swampland:moss, Moss
swampland:fuzzball, Fuzz-ball
swampland:fuzzballitem, Fuzz-ball
swampland:woolashen, Ashen wool
swampland:hclayahen, Ashen hardened clay
swampland:glassashen, Ashen glass
swampland:concretepowderashen, Ashen concrete powder
swampland:concreteashen, Ashen concrete
swampland:glazedterracottaashen, Ashen glazed terracotta
swampland:swampland, Pumpkin 1
swampland:mbrown, Cooked mushroom
swampland:mred, Cooked mushroom
swampland:mushroomgreen, Green mushroom
swampland:mushroomgreenitem, Green mushroom
swampland:pumpkingreen, Strange pumpkin
swampland:leatheralligator, Alligator leather
swampland:alligatorarmorhelmet, Alligator Helmet
swampland:alligatorarmorbody, Alligator Chestplate
swampland:alligatorarmorlegs, Alligator Leggings
swampland:alligatorarmorboots, Alligator Boots
swampland:alligatormeat, Alligator meat
swampland:alligatormeatcooked, Cooked alligator meat
swampland:bug2, Alligator 1
swampland:bug3, Alligator 2
swampland:chestbronze, Bronze chest
swampland:keybronze, Bronze key
swampland:chestsilver, Silver chest
swampland:keysilver, Silver key
swampland:chestgolden, Golden chest
swampland:keygolden, GoldenKey
swampland:leatheralligatoralbino, Albino alligator leather
swampland:alligatoralbinoarmorhelmet, Albino alligator armor Helmet
swampland:alligatoralbinoarmorbody, Albino alligator armor Body
swampland:alligatoralbinoarmorlegs, Albino alligator armor Leggings
swampland:alligatoralbinoarmorboots, Albino alligator armor Boots
swampland:skeletonbronze, Bronze skeleton
swampland:skeletonblank, Skeleton blank
swampland:skeletonsilver, Silver skeleton
swampland:skeletongold, Golden skeleton
swampland:froglegs, Frog legs
swampland:froglegscooked, Cooked frog legs
swampland:swampberriespie, Swamp berries pie
swampland:bug4, Skeleton 1
swampland:swampberriesbushblank, Swamp berries bush blank
swampland:nestalligator, Alligator nest
swampland:spawnerfrog, Frog
swampland:spawnerfly, Fly
swampland:spawnergreendragonfly, Green dragonfly
swampland:spawnerreddragonfly, Red dragonfy
swampland:spawneryellowdragonfly, Yellow dragonfly
swampland:spawnerbluedragonfly, Blue dragonfly
swampland:spawnerpumpkinhead, Pumpkinhead
swampland:spawneralligator, Alligator
swampland:spawneralbinoalligator, Albino alligator
swampland:spawnerswampskeleton, Swamp skeleton
swampland:spawneralligatorbaby, Baby alligator
swampland:spawneralligatoralbinobaby, Baby albino alligator
swampland:tab2icon, Tab2
swampland:spawnerswampzombie, Swamp zombie
swampland:alligatoregg, Alligator egg
swampland:alligatoreggcooked, Cooked alligator egg
swampland:crayfishtrapcatched, Oak crayfish trap
swampland:crayfishtrapacaciacatched, Acacia crayfish trap
swampland:crayfishtrapbigoakcatched, Big oak crayfish trap
swampland:crayfishtrapbirchcatched, Birch crayfish trap
swampland:crayfishtrapjunglecatched, Jungle crayfish trap
swampland:crayfishtrapsprucecatched, Spruce crayfish trap
swampland:crayfish, Crayfish
swampland:cookedcrayfish, Cooked crayfish
swampland:crayfishtrap, Oak crayfish trap
swampland:crayfishtrapacacia, Acacia crayfish trap
swampland:crayfishtrapbigoak, Big oak crayfish trap
swampland:crayfishtrapbirch, Birch crayfish trap
swampland:crayfishtrapjungle, Jungle crayfish trap
swampland:crayfishtrapspruce, Spruce crayfish trap
swampland:copperitem, Copper
swampland:tinitem, Tin
swampland:copperandtin, Copper and tin
swampland:bronzeingot, Bronze ingot
swampland:copperore, Copper ore
swampland:tinore, Tin ore
swampland:copperblock, Copper block
swampland:tinblock, Tin block
swampland:bronzeblock, Bronze block
swampland:bronzearmorhelmet, Bronze helmet
swampland:bronzearmorbody, Bronze chestplate
swampland:bronzearmorlegs, Bronze leggings
swampland:bronzearmorboots, Bronze boots
swampland:bronzesword, Bronze sword
